track_id,track_name,artist_name,listeners,playcount
TRK-A61F7E3CE82A,Generation spend ball,Amber Taylor,42892,404664
TRK-1EB8E5CBEC14,Every most second,Wanda Taylor,69571,529546
TRK-9CEC17196129,Moment important,Jordan Rasmussen,39,130
TRK-EEB08A006DA1,Sound ago total order fight,Diana Green,42,44
TRK-D6DE48E659BF,Area whom,Brenda Baker,10,11
TRK-6FE96F21644A,Catch weight to,Juan Edwards,276,1410
TRK-938A94E549F8,Hair,Jason Madden,442886,6502758
TRK-7583E50DB5F1,Small manager,Patrick Hernandez,470,1623
TRK-879CC1F9009B,Almost under agreement culture skin,Kyle Moyer,1110,3884
TRK-7536AAF6580A,Whose,David Parrish,500,849
TRK-9DDA1EAEB318,Hope our about opportunity,Julie Grant,329,1584
TRK-C1DBD9E0C5FB,Cell,Richard Perry,25220,168007
TRK-25FE31CDF76D,Price truth,Latoya Lowe,305,600
TRK-359A24FF21B4,When power majority speak foreign,Robert Harris,351,572
TRK-070909BF733A,Land east,William Taylor,27,53
TRK-85299172B32B,Guy,Nicholas Graham,72719,270741
TRK-FC69C9B576EB,Late city,Amber Myers,53,571
TRK-697ED014B120,Knowledge,Lauren Tyler,95277,492441
TRK-E62B3F48B0DA,Pattern friend,Gabriel Morton,3511,14045
TRK-C088A3935B40,Fine,Ryan Lowe,325926,3434503
TRK-75C5A2F0C96E,Tough may cold,Michele Walker,5133,36681
TRK-3B56D08A8985,Security economic,Catherine Smith,7,9
TRK-CF30AE02A1BB,Next home information,Christina Logan,30691,231833
TRK-C9D28FCA525B,Whom ask then,Charles Myers,146,302
TRK-C129E180B91D,Friend pay,Emily Adkins,66640,546978
TRK-C5DEBCE2E935,Series,Peter Hall,154,371
TRK-CBEC81740212,Argue eye,Lucas Gross,2767,7247
TRK-3589F0EC57EE,Theory per three sound,James Frazier,30,36
TRK-1C980BD049A1,Woman during,John Owen,885,1022
TRK-06129F00BC42,Name somebody,Erika Bailey,49,142
TRK-4DC277898A4D,Cover,Lauren Miller,24744,141560
TRK-88F2937C8F44,Poor nor,Gabriel Poole,373788,3502210
TRK-862CDB3EFC9E,Argue begin,Steven Edwards,238,624
TRK-4BD40D3CB9B6,Agent pattern around,William Rodriguez,786,3678
TRK-A25913A15A40,Early sit,Heather Stephenson,10616,79173
TRK-892B476141CB,Whose maintain,Mr. Cody Garcia MD,2266,6010
TRK-259D62857B1D,Teach condition final,Justin Taylor,1047,4189
TRK-75B914791551,Spring financial amount,Cathy Green,9,15
TRK-28FCE5EA2C62,Doctor this,Cathy Davis,25,53
TRK-528122C0EE93,Author,Antonio Alexander,22629,140014
TRK-09D28DF0EC85,Enter right,Tina Hart,31202,86005
TRK-96362FA6578F,Enough source industry,Karen Allen,109,267
TRK-E8B4A4852ACB,Do arm,Jennifer Morgan,14787,71246
TRK-E2E9ADC39898,Population public water,Latoya Johns,1231,4307
TRK-828276EE92E8,Authority,Deanna Newton,1008,6092
TRK-71A249E017BA,Tough training voice,Mr. David Roberson,2801,10039
TRK-5E4993480E8D,Human picture compare,Zachary Jones,17573,57943
TRK-E336373508D3,Animal draw although,Stephen Ho,1422,3352
TRK-3279F9323CC9,Institution explain middle,Emily Douglas,36,154
TRK-B28E9279278C,Never rise nature,Karen Weaver,2801,17516
TRK-4CFF09CEE805,Run allow,Molly Rogers,195,737
TRK-81A646E7F7C7,At chance subject fund,Joseph Martin,100,237
TRK-A143F8D6460E,Notice value,Charles Brown,58,243
TRK-DAE130B09654,Hope sound offer,Dakota Hanna,550,756
TRK-B1F7DCF4E2C9,Blood poor operation,Shannon Hull,2145,6908
TRK-E0AD8F2F8D41,Source box,Mark Sanchez,94,243
TRK-1A6CF2841A11,Rich,Andrew Collins,17681,56454
TRK-E5540E93B6E4,What man,James Day,183,1397
TRK-4C11EC506E23,Place travel budget,Robert Alvarez,481,620
TRK-522D5F6760EE,Only,James Morgan,568396,10954150
TRK-2BA00963D792,Already two return,Bryan Crawford,52118,315012
TRK-6FDD0D284970,Management stock,Patrick Fischer,31,122
TRK-1D32650D28FC,Child building quite,Benjamin Flores,5310,16636
TRK-BF81A0244250,Safe weight,Carolyn Scott,217,448
TRK-501EF78DD152,Director,Jacob Rogers,25388,124157
TRK-2055E02D5621,Trade difficult,Joshua Cline,20,23
TRK-F473DECF2A4D,Between term teach,Jessica Brown,28,56
TRK-756A31D502E8,Indeed yourself,Nancy Zhang,173,312
TRK-B96CAB51A564,Very,Edward Brewer,109744,417784
TRK-FCFAE4D299CC,Different ability city,Jose Foster,297204,1627272
TRK-C09864F94819,Student its,Edward Mckinney,18534,952328
TRK-1F9846618964,Character table picture,James Merritt,57,198
TRK-20E8B20DDD33,Thousand song never,Sandy Olson,313595,4546957
TRK-356F8D7D9B2E,Raise,Susan Perry,36000,238020
TRK-C6F2E8326CB4,Character personal,Sara Villa,302,680
TRK-EFF978118B8C,East use charge,Michael Stevens,203,761
TRK-CF0D4D5259D3,Lot,Shannon Lopez,3938,21258
TRK-7AB55379D529,With treatment business when,Lauren Brewer,6,9
TRK-D8F14F99E0DD,Then recognize,Timothy Willis,35,79
TRK-12C80C445220,Seven year decade,Rachel Hendricks,53701,215146
TRK-2942CB0F833F,Over bar walk,Carl Galloway,260255,1294789
TRK-64AF860A2DC6,Role dog,Johnathan Brown,84734,450768
TRK-0B3C30582422,Leave national anything,Jerome Flores,5981,24785
TRK-F6D060E07B38,Machine kitchen,Brandi Brown,16,91
TRK-478A1717C3E6,Open,Amanda Harvey,284703,1513900
TRK-86D31DD9097B,Candidate eight,Paige Calhoun,14,17
TRK-9E7280EB5C44,Manager,Casey Charles,3293,21343
TRK-95CFB23BE424,Morning movement,Taylor Martinez,30,73
TRK-A7C48C1A98BC,Citizen,Jack Nichols,127173,1347885
TRK-2D6E6012F6F7,Yourself fire cost,Nicole Rush,228274,1265173
TRK-93AC76D02C7B,Network fill must,Jennifer Boone,2075,9411
TRK-222105B17D10,Training,Ashley Bauer,8513,16621
TRK-AAA10028089D,Figure star several,Crystal Long,2404,11870
TRK-564A7311DB12,Lay forget road,Sean Cole,8100,52106
TRK-49B35CD492FB,Father,Karen Hall,111351,1435369
TRK-5C9BEB8D8AF7,Trip,Thomas Downs,372083,2937841
TRK-0FD2C5129114,Fly,Matthew Salinas,346991,1714853
TRK-C2934736C064,Technology happen look,Troy Wallace,3723,10358
TRK-2E81EF614E73,Black never yet drop,Angelica Reynolds,102,608
TRK-78DAC35BE0D2,Him agree,Timothy Beasley,1476,9005
TRK-5B2ED663FB56,Trial respond,Sharon Taylor,40,43
TRK-76B2598230EB,Lot create hour,Cynthia Hayes,435,1237
TRK-69F51B92145B,Public,Hunter Palmer,481646,4024857
TRK-049362D3DCFC,International government,Ashley Murphy,8,9
TRK-9F32FECE6189,Tonight within,Troy Garner,10,18
TRK-C8F13D8A122F,Choice,Ronald Brown,193812,2041858
TRK-8799EFEA977A,Father too,Nathaniel Pitts,1737,4950
TRK-2CFA5B9B8282,After raise,Pamela Todd,1516,6961
TRK-540D2D0B39D3,Personal front,Ashley Miller,19,36
TRK-FE8A9B961BE3,Positive assume behavior,John Bauer,26,152
TRK-7832F5F7BE4C,At history,Thomas Lee,869,1924
TRK-6A7A305A9E26,History travel study,Teresa Lee,975,3087
TRK-B1F357A4D121,Product green,Thomas Jones,2385,5932
TRK-C71F4E1C96BD,Front,Felicia Sanchez,12830,58588
TRK-D594FB2E4D11,Difference wear example,Andrea Brooks,29,29
TRK-07CF6A4BAAEC,Step executive,Joseph Owen,6,10
TRK-BE581EABF97D,Foreign ability,Jerry York,9,201
TRK-83221AF93695,Feeling,Felicia Moran,326175,5083299
TRK-3E3DB2B06255,Author their sister,Heather King,2193,8431
TRK-998D159BAFD8,Third,David Graham,39492,165203
TRK-612EE15FDC6E,Rather ten itself,David Wilkins,938,2052
TRK-859986ADCF95,Myself,Stephanie Patel,342194,4400027
TRK-1E941F3D4090,White,Michael Smith,815004,5308120
TRK-8BBAE795C5AA,Include,Elizabeth Campbell,33408,174037
TRK-F009C51EB3D5,Family employee,Justin Hood,630,676
TRK-F4B7A25364D2,Century year,Timothy Green,9645,29872
TRK-379B95857AAA,Measure,Jacob Vang,1124,2257
TRK-B010AC1D4CFC,Race child compare,Samuel Davis,355,1493
TRK-4E2F7124173C,Maybe my,Brittany Young,92289,892203
TRK-EEDC4D7BE585,None area,Gabrielle Wilson,172,786
TRK-143EC10E1AB7,Should window measure,John Bonilla,374,430
TRK-E5CD1B8AF3A4,Whose simply,Samuel Burke,4238,15065
TRK-4094B2135220,Capital travel,Jill Rojas,23,24
TRK-BA38A78CDA13,Professor free,Kathy Mcconnell,34075,169346
TRK-B4ED5022EFAB,Shake,Mary Taylor,97048,968986
TRK-C364F786F87F,Science building,Shelia French,335,1728
TRK-63C084EDCB44,Role,Anthony Gonzalez,33838,275876
TRK-2FD6CC264AC8,Answer half great,Mark Smith,3361,25488
TRK-8F9533ED1282,Position small lead from,Gary Schultz MD,23,33
TRK-EBC12CD2E7A2,Task,Christopher Phelps,11327,43991
TRK-4E090637EFC8,Impact why ground,Joshua Williams,122,216
TRK-9904FF97B2FA,Different society very,Lori Mckenzie,2277,5137
TRK-53760934D826,Forget TV,Derek Levine,47,278
TRK-4F76D1D5771E,Black back inside character,Joseph Ramos,161,316
TRK-EAD722641BC8,Adult under,Joan Greene,18604,65353
TRK-D0E44A09FCE2,Leader boy performance,George Garcia,71,137
TRK-37CAD8B630C1,Test option half,Michael Bonilla,9,24
TRK-BBBBEC151976,Box why,Sherri Hansen,9099,32491
TRK-173F838E08FB,Grow where,Debra Gonzalez,4602,23259
TRK-7B361BC95830,Site material,Todd Burnett,7367,17214
TRK-4819A4F7796B,Military ball well red six,Amber Trevino DVM,20,20
TRK-8F2E1EFE345E,Better thing,Karen Pratt,639,2808
TRK-E7E9076B8754,Hand foot,Lawrence Reynolds,129,255
TRK-39D0F74CFABE,Point full experience happy,Heather Ramsey,10,11
TRK-2CCA815CC061,President production both,Justin Sanders,21,59
TRK-8D3126A82388,Surface artist,Ronald Chavez,37,44
TRK-6861C4EF569E,Others attorney there,Nancy Wright,1298,11795
TRK-5175E4C35C88,Detail pressure,Rebecca Brown,111,239
TRK-E77F1BC5ABD0,Control significant,Charles Williams,9,12
TRK-F21F872CDE4B,Nor visit,Elizabeth Stanley,34819,112100
TRK-962FE93491C5,Black question successful,Jerry Chandler,12464,76338
TRK-FF9EF3836BD2,Majority cup he,Jennifer Gonzales,2774,13178
TRK-A05947FD278B,Project recognize police,William Reeves,3719,18343
TRK-8D7B31901AA6,Assume,John Smith,14137,89628
TRK-F3708C20612B,Customer little first,Kimberly Lucas,60928,403020
TRK-9924D6495A9E,Or,Albert Harris,94562,341879
TRK-6B61B50C983D,Pretty determine mean,Lynn Fitzgerald,1480,13599
TRK-C814E9731413,Main author,Tyrone Mclaughlin,125,207
TRK-66718EA04077,Property husband job,Angela Foster,76,285
TRK-5DB84DC14A6D,Deep compare,James Barr,14,18
TRK-BE92DD487842,Social seem everything can,Emily Wilson,18,19
TRK-42681DBCFC42,Stuff,Tiffany Irwin,4334,28846
TRK-CA4487005B42,Win few beat,Karen Brown,11407,32198
TRK-9E9FB1B0FD0F,Leader stay,Jenna Gonzalez,23,32
TRK-6A6ABD8FF0A7,Watch need themselves,Karen Marquez,3944,8226
TRK-04F0796D64C3,Practice into,Sheila Shah,74,154
TRK-9978AB7A2195,Teach appear night,Paul Frazier,3143,19079
TRK-09DD84A2C609,Western,Zachary Neal,90353,491368
TRK-B9D471913A3F,Public friend among,Jason Nash,10865,53335
TRK-EC7C8237F6CB,About,Cory Sutton,26370,120668
TRK-57BE2F09C3C3,Pick,Sandra Murray,17550,64376
TRK-6015C3BDAC2F,Protect lawyer as,Gregory Herman,64,77
TRK-3724E90DBE00,Media decide,Stacy Grant,6,13
TRK-6432679E1CB8,Sport mother,Anthony Stewart,21,25
TRK-8425D7251C23,Better by itself,Kevin Clayton,244,963
TRK-A13B873BFA92,Executive anyone,Andrea Foster,4671,19255
TRK-457638237977,Control just,Casey Roberts,161,167
TRK-1D49A099BFAF,Chance space,Steven Scott PhD,31850,95566
TRK-57D883280113,Realize,Derrick Hill,255083,2363815
TRK-9E3B7DC5A4CB,View place,Bonnie Kim,12475,85187
TRK-14408EF16F31,Character let section,Paul Wyatt,1622,5730
TRK-77E157D58CE2,Home rather,Colton Roberts,2593,11370
TRK-86B658D3EA56,Lawyer individual,Micheal Riley,6,8
TRK-BA90B48D6BA9,Enter,Kevin Schmidt,31202,86005
TRK-3D244EDE1F91,Record mother owner,Maxwell Benson,392,1055
TRK-4C3CCBF400AA,Fast research community,John Wagner,2493,4687
TRK-37E90C88F953,Represent public,Christopher Jones,8,84
TRK-A33662FF680A,Letter we kind,Dr. Harold Flores PhD,191161,2021003
TRK-605147989710,Piece learn,Tiffany Trevino,827,3964
TRK-5D0052055E2A,Save him,Nicholas Reeves,73193,325907
TRK-9D1845B0A1C3,Rise foot,Brent Chandler,242,756
TRK-7BF2F3F713A4,Development she,Mary Garcia,108,281
TRK-7938F16539C3,Soldier ready usually,Mary Payne,901,3392
TRK-7027CB7D2CBE,Collection,Alicia Arnold,51688,172828
TRK-E017F180191A,Card agent attack,Lindsey Miller,126,174
TRK-63D576C912F5,Theory full,Christopher Garcia,115,220
TRK-3D254A5AFA4B,Whatever happen,Jason Owens,152985,1073172
TRK-F4EF6FC30D84,Production street,Craig Wright,1418,5164
TRK-8FBE3EDC83C3,Walk like,Reginald Harris,1541,3202
TRK-1C89A1BDBC4F,Skin break,Ryan Henry,250288,1641350
TRK-8BA5A0F927F2,Truth woman interview,John Nichols,23374,66109
TRK-D88942D6C03E,Sort act,Jessica Wong,32115,231183
TRK-885D51179813,Be threat,Kendra Mcdaniel,439,855
TRK-446AB1752A90,Simply board court,Bradley Brooks,17,20
TRK-29D725401090,Majority,Katherine Roach,3747,7945
TRK-C356349EAA9E,You tend want here item,Eric Sheppard,15778,115397
TRK-980017D4289F,Public final market,Justin Brooks,2827,8293
TRK-25C277351F4B,Keep Congress,Daniel Perkins,122,261
TRK-29429615B1DD,So trade,Patricia Hunt,32696,145809
TRK-FE3B0EB31A27,Among executive,Rachel Sims,13,15
TRK-DA4E0619DB76,City approach,Curtis Owens,2799,8826
TRK-3882BC0F549E,Pm itself,Kristina Colon,190,458
TRK-F97ACD7500DB,Include attorney mission Mr great,Megan Gonzalez,8,113
TRK-912959335D96,Alone tonight,Jason Huff,61445,345254
TRK-1884DD6F4290,Often,Christopher Morrow,1257334,14590058
TRK-C890516701F0,Need several generation,Pamela Delacruz,11407,55540
TRK-575D521DE820,House fund,Johnny Kelley,55711,285663
TRK-7A3D1E4DD668,Finally easy exist,Bonnie Roberson,1045,4919
TRK-50DE4F008846,List religious family,Linda Rogers,5776,27766
TRK-62172788E334,Act response,Victoria Martin,146,405
TRK-B20FF20534A3,Action bag,Brian Campos,19605,76225
TRK-90DEA7AAFE31,Chair simple,Elizabeth Combs,4583,17322
TRK-2049A34763E9,Bank,Linda Mercado,137466,853550
TRK-509EDCE5374C,And believe,Adam Bradley,2554,4142
TRK-CF5E17EAED71,Suddenly,Olivia Hoover,76528,747258
TRK-7FBF3C4BB1BB,Other father,Curtis Barnes,219,450
TRK-A56E0C2C8C81,Doctor,Matthew Castillo,139879,1126751
TRK-C4EF89FEBDAE,Each majority,John Jackson,26,262
TRK-B060A36F8D90,Nice,Shane Duke,137014,1146388
TRK-692139A53F95,Produce operation nothing,Samuel Davis,633,3474
TRK-A3E39D295253,Somebody fund,Stanley Salazar,2691,6646
TRK-D21E69109B8B,Risk soldier morning,Patricia Duran,2949,10042
TRK-7560C76C279D,Single,Ronald Chapman,339884,3408270
TRK-A823E61DCFA4,Body senior,Shirley Mccullough,101,963
TRK-FEA58E8FF5C7,Notice capital,Michelle Jackson,254,1036
TRK-7C81AEA90979,Hair southern,Paul Shaw,3340,16081
TRK-3C3243FA6433,Arrive capital,Gabriella Gonzales,49,153
TRK-4D8EC135687D,Economic cold kitchen,Michael Barry,516,3228
TRK-B1424E0434C3,Maybe American then name,Melissa Pierce,70,83
TRK-A3A05EB797BD,White manage political,Katherine Potter,37,89
TRK-C74389B88103,Choice industry,Paul Williams,51,163
TRK-876849E74DE2,Open some,David Mcdowell,23,104
TRK-24625E65CAF7,Growth or,Jason Boyer,25,40
TRK-4C48C752AA79,Seat exist,Eileen Harris MD,27559,83109
TRK-E5A0C8BA41E1,Middle describe financial,Jonathan Gonzalez,8,14
TRK-62F10D52BDCA,Enjoy around,Justin Mcdaniel,241,362
TRK-54CE6F8B73CD,Animal may,Michael Jacobson,759,3161
TRK-5D49FA5A9CDD,Against,Brian Mitchell,50346,186291
TRK-26B7ABF6A81B,Region into behavior,Kimberly Johnson MD,555,1723
TRK-A30ED06C4AD8,Generation,Jeremy Diaz,247070,5496158
TRK-8671CDD7F944,Everything human,Michael Lewis,64,330
TRK-A7AA5624C9D8,Hair,Jason Carpenter,442886,6502758
TRK-B9A9F8AEB45E,Music education early meeting,Robert Mueller,27,45
TRK-F838097975D8,Until travel,Andrew Johnston,179,267
TRK-A451780074E2,Wish owner long,Michael Castaneda,1068,2795
TRK-D838CC2F65D0,Cost laugh,Andrew Brown,7958,37260
TRK-2F3BE8153277,Onto group stuff,Andre Hudson,109,449
TRK-AB8EDE475C75,Ever,Lindsey Drake,68736,279708
TRK-05CD47E80890,Case beautiful,Brian Johnson,315717,1581595
TRK-D4CFA07CC9AD,Itself will if itself career,Christopher Carey,7929,110350
TRK-8A3A852A6F9C,Financial,Angela Davidson,16,26
TRK-F5FD9209124C,Name,Nicolas Mcguire,289585,1478732
TRK-360A4C5D2977,Point,Alexander Hogan,41719,343325
TRK-A24B86B10BB5,Rich most answer,Angela Turner,94146,344041
TRK-4AFE59FB7AE6,Garden a,Ryan Bishop,1218,6848
TRK-8D2DB0190CCD,Whatever mind bring,Susan Rose,77349,317259
TRK-4A10360B192A,Cell order,Charles Williams,65351,278086
TRK-AE5E343EE367,Rest necessary,Brittany Cole,129,221
TRK-5C94E1D5BC53,Themselves store,Alexander Erickson,1823,5575
TRK-1128B2ED1365,Sport,Eric Russell,8455,78625
TRK-747885CE35E8,Property social,Brittney Leon,14,16
TRK-45C498E70B32,Star seem,Shelley Bates,2833,9521
TRK-2F178B8598F5,Fight want choose,Angelica Smith,766,1695
TRK-DB0615E72EE9,Late list,Stephen Richards,94007,597585
TRK-51D16B61426A,Good sure,Cindy Harrell,26710,112237
TRK-DC9ADF007F9B,Concern,Christie Stone,4316,10559
TRK-3E82E87FF12D,Special,Kimberly James,625362,7363799
TRK-F7B4247245A4,All,Shawn Solomon,29623,168406
TRK-C365F0485431,High,John Brandt,689363,3732082
TRK-C1B2F6F51405,Recent,Christopher Benjamin,9075,23285
TRK-E901DA63C087,Week thus much,Nathan Davis,169,561
TRK-E65755F694C5,Sport,Jennifer Carpenter,8455,78625
TRK-B848DDB72957,Great point move newspaper group,Alexis Benson,25,30
TRK-A89CC12BB184,Stand,Dawn Berry,296063,1253249
TRK-92A958B8280E,Education image,Felicia Ewing,36,37
TRK-BE3D6FDDA5A3,Student artist cost,Heidi Jones,186,324
TRK-DE2D51D9E5FF,But always baby,Brittany Preston,680674,5495544
TRK-853FA3A13158,Into laugh,Randy Obrien,927,1852
TRK-C92934C92183,Subject,Timothy Cook,37624,94937
TRK-0968D27E9072,It difference,Christina Finley,368935,2651303
TRK-82CFC12C52B0,Street,Troy Phillips,36979,159712
TRK-7876988B8553,Field evening,John Harris,58,217
TRK-72A4CC355383,Manage difference suffer,Natalie Dominguez,6,20
TRK-7DB42D928EEA,See or,Tamara Cherry,45,136
TRK-FD7FCB9C0046,Believe,Karen Morgan,1161674,7656768
TRK-5629DB5D7984,Meet member short,Rhonda Watson,13,61
TRK-8FDFD48EAF8C,Tell,Justin Thomas,109989,534104
TRK-98B865D22E54,Focus,David Stewart,261134,4256047
TRK-209CE1179954,Because technology sure,Brooke Reynolds,218,648
TRK-187D0EA4FE33,New,Eric Nelson,171559,2171794
TRK-178C26C053F1,However spend his,Adrian Clark,215,440
TRK-248F7F7BCE89,Draw,David Mann,11881,114938
TRK-C8D2C448E6E3,Per,Kimberly Choi,13086,137584
TRK-DF4D42C52010,Concern we,Larry Turner,14,15
TRK-ADEC65D2FCBB,Billion station you production rock,Andrew Phillips,51,76
TRK-5A69B0F5DAE5,Final security,Jason Horton,114,136
TRK-83F6816E3459,Officer role,Todd Martin,12618,72625
TRK-13CCCB1E5560,Different,Christopher Clark,182447,2733429
TRK-70E13D8018C9,Pattern,Robert Pittman,11103,85701
TRK-98F483B6C91A,Key task few,Nathan Escobar,252,1035
TRK-1513E9F0FFF6,Past operation,Susan Tucker,1364,5482
TRK-D41495CCA4A9,Bill,Natalie Mckee,32631,86088
TRK-FA4053F8F855,Later team,Janet Ford,104,211
TRK-42F5FBE064AF,Condition article,David James,45,120
TRK-524124F294B3,Two perhaps prepare,Erica Stephens,2961,16154
TRK-FE046CEBCE5D,Degree,Scott Price,20684,72135
TRK-18851C49F663,Admit exactly,Janet Ross,10,15
TRK-82E3BBC918C1,Poor,Roy Gibbs,73090,436250
TRK-6305E6691498,Give from maintain visit fire,Pamela Gonzalez,4447,20834
TRK-F19A3A09E59D,Take though the my,Michael Prince,160828,941855
TRK-E2FF5A7C9780,Father national month,Monica Rivera,57770,314401
TRK-65AC9DCC319B,Purpose various,Nathaniel Cook,44,1269
TRK-A8AE32E2FDD5,Rather morning mouth how city,Erik Charles,454,905
TRK-30A8B2010055,Baby dark,Maria Sanchez,34,53
TRK-1581EE3357A0,Center crime bad,Tammy Chapman,4786,17704
TRK-218BB49C4ED2,Them hundred yard,Miranda Wade,183,540
TRK-A2FD18C6D404,Operation between,John Kelly,62,176
TRK-AD4E13392591,Blue state,James Chavez,5764,17471
TRK-AD4258C98F82,Along serious,Courtney Nelson,1460,5272
TRK-B981E686DF4B,Trade,Rodney Williams,2417,22242
TRK-5CBB6EC183AC,Ahead scientist billion,Jesse Warren,2289,4606
TRK-22A0375EFD66,Office Congress,Penny Mann,24,45
TRK-119760FB398C,Season parent maintain,Amanda Ramirez,22,33
TRK-5F28EBF6B4B4,Will,Meagan Henderson,15409,37229
TRK-9862267B5D3A,Firm whole,Lisa Hunter,2146,4521
TRK-5B08618BABEF,Of kid,Mark Lopez,34,117
TRK-8F27F6AE38F3,Stock,Robert Wood,23903,126619
TRK-BC2B664EADB4,Remember investment,Paula Howard,15,150
TRK-A9EA50F768D4,Model worry,Steven Santiago,1089,6612
TRK-478FED14DDF3,Soon,Tamara Obrien,677089,5392719
TRK-9333C3561D0F,Son purpose nation,Todd Hunter,907,4119
TRK-32969B05AC7F,Mean,Christopher Young,691654,6743918
TRK-D42A8A4FBB1C,Color capital stand,Danny Collins,24956,196975
TRK-FCB233F3F1B0,Research rock industry,Christopher Brown,8171,21233
TRK-6FAAA0A7B239,Exactly change,Tracy Moran,39,39
TRK-B816F8223B01,Down minute structure,Donald Smith,3509,9438
TRK-CEA71D597F19,Hotel change,Jennifer Thomas,4656,66694
TRK-9A3FE31973A4,Majority amount investment,Isabella Clark,8,9
TRK-C5036761C512,Military,David Johnson,4335,74693
TRK-E98C8100C9F6,Word both key,James Anderson,217842,1734690
TRK-16FB99511975,Many,Mr. Vincent Huff,5136,10995
TRK-D650925E91EB,Actually,Rachel Armstrong DDS,66187,237022
TRK-A0FEF02655FF,Win often reflect,Charles Diaz,286,925
TRK-4FEF3A383EA5,This coach,Jason Ewing,97,126
TRK-A7074EC35550,Employee air of,Shirley Potter,94,112
TRK-BFC5EC67157D,Election,David Sanchez,4158,20456
TRK-FE87F17C2696,Treatment structure everybody,Lisa Haas,23,130
TRK-9EE884496FEA,Act fish first,Eugene Chen,20214,77707
TRK-3AB0CAEEEF9C,Customer,Kevin Ruiz,35821,142889
TRK-F190D0A1738D,Economy throughout interest,Breanna Lawson,24,25
TRK-7DDACE59FF7B,Whose movement,Michael Phillips,7885,20760
TRK-82342A3C507E,Politics fish,Samantha Barnes,33,95
TRK-1D8ED42948B0,Seven executive,Corey Nelson,4080,14785
TRK-B983E7C7E8F3,Republican half,Mr. Eric Garcia PhD,12,21
TRK-8D92DCF86448,North these,Robert Salinas,12744,60390
TRK-E206859E1C3C,Education consumer,Jessica Russell,18,18
TRK-95A60291581A,Truth,Tracy Davis,362389,1940547
TRK-C189A6F54FC8,Sister car hospital,Kristina Ross,605,1586
TRK-71C54B8E9E2D,Instead movie,Tiffany Reynolds,268,882
TRK-64CE0DBE5C37,Health use,Harold Perry,611,1730
TRK-B8A4409200A2,Cultural,Andrea Robinson,492,1162
TRK-BE0103D607B5,Kid might,Christopher Harding,641371,3995908
TRK-7E6F3F7BA52E,Recent begin,Kimberly Bowman,88,281
TRK-7759DDAE99D0,Head,Dr. Colleen Wiggins,52150,114367
TRK-EF35517F0DEB,After,Amy Murray,216409,1207732
TRK-15CDEFB830F1,Sell few,Sarah Macdonald,21401,102933
TRK-4DA9A394D9F0,Contain out,Todd Swanson,916,2418
TRK-F3FEFF0854C2,Seek community,Caitlin Smith,583,701
TRK-6491B57916DB,Simple cause,John Jones,19,46
TRK-6DB57F31B28F,Room,Emma Schmidt,191675,877155
TRK-84E14F0430F0,With system side,Carrie Young,787646,6581156
TRK-ADB6F9D6BE0F,Soon son,Michele Anderson,217556,1525856
TRK-626159D5AAF1,Region,Travis Reese,10171,24262
TRK-D10F2AD9F56E,Conference this detail,Joe Briggs,240,745
TRK-A76641AAB800,Those so,Carrie Yang,138,395
TRK-82E43EE3213E,Movie,Carol Thomas,75303,1087640
TRK-6C667D569318,Community trade,Sara Morrison,21,31
TRK-2F75630D6FCA,Concern poor,Jennifer Gonzalez,15281,154021
TRK-A7E8C2FC06F1,Capital,Kenneth Gonzales,41025,204727
TRK-232E8127F08F,Personal different,Melissa Brady,585,4466
TRK-602625171D28,Still system,Tyler Ramirez,346,768
TRK-F9456CF1D5C8,Population economic week,Holly Jackson,541,703
TRK-805C64ECB458,Someone necessary,Ann Bowman,11,17
TRK-B7D8ABC9670B,Husband middle sense,Elizabeth Hendrix,20720,72649
TRK-C5B97E6A17BE,Record stop,Lacey Johnson,667,3423
TRK-A028EC0A45B5,Manage her,Ashley Mendoza,10,64
TRK-8FADBBD9F4CB,Little since,Andrew Rodriguez,2803,7579
TRK-9AC9FCCA1FF3,Discussion,Wayne Collins,6527,35855
TRK-A2F9EC90112F,Nice environmental,Joshua Christensen,4777,16687
TRK-3541AADA3519,Compare partner listen,Kathleen Gonzalez,28,32
TRK-4D33446F68B6,Early build add these dark,Jennifer Gaines,34,38
TRK-A1EA7850EAB6,East night way article lay,Russell Vasquez,7,31
TRK-42A43A65D516,Realize international,Erika Fernandez,26,67
TRK-0FC23449766A,Until why,Kimberly Smith,17308,55983
TRK-EF792BF472B3,Pick letter,Carol Chase,23040,96300
TRK-44065A55FD30,Eat race,Matthew Boone,1194,4114
TRK-72F86B4B37C6,Heavy less price,Natalie Haney,10991,38908
TRK-C1EABA4CDDC3,Perform,Erik Copeland,80,86
TRK-C92B04C66C4F,Style bit,Michael Figueroa,32,110
TRK-5C7B6AE547C4,Describe whole education,Stephanie Morrison,16,147
TRK-436B82E05260,Any goal author conference rather,Mark Smith,10,10
TRK-70A39F0F2830,Soldier road,Jessica Chan,432,2173
TRK-F8FB0EFC31A1,More car,Michael Barrera,363,1441
TRK-4E0FDBA0114A,Happy,Mary Wong,388852,4486032
TRK-D198EA7D1C63,Strategy between,Megan Davis,88,381
TRK-4D6C263B827F,Leader forward take,Matthew Owen,102473,471952
TRK-D7C06A986CEE,First result,Dustin Garner,21,25
TRK-5ACB29EBFC5E,Six green standard,Tiffany Lambert,8610,43820
