track_id,track_name,artist_name,stream_count,popularity
TRK-354B9428A08C,Partner doctor spring mouth realize,Dominique Barnes,20000000,91
TRK-7D76B09CD94A,On person,Rachel Li,20000000,88
TRK-A91BFD0F9FB3,Letter know clear,Roy Jackson,20000000,100
TRK-A00E11208238,Cover even reason thank second,Cheryl Hansen,20000000,100
TRK-64D304333608,Wind agreement,Kevin Bryant,20000000,94
TRK-084FCB3E9E39,Yourself act,Mr. Walter Sullivan MD,20000000,100
TRK-07A69363B197,Growth task,Jeremiah Cox,20000000,100
TRK-07A7B4B53507,Participant herself something,Danielle Conway,20000000,100
TRK-69DA6DDB1E86,Send attorney yard report,Angela Martin,20000000,97
TRK-DDE874CD412C,Simple political,Kyle Hendricks,20000000,100
TRK-35A0B67783E6,Rise head,Heather Fitzgerald,20000000,94
TRK-988C0B568CA1,Watch,Daniel Oconnell,20000000,96
TRK-42268EDF9856,Owner enter rate assume born,Kenneth Powell,20000000,100
TRK-0787E7387DEE,Toward consumer,Philip Rice,20000000,89
TRK-9241CFF80F55,Order floor author,Monica Collier,20000000,100
TRK-63A55667CCA1,Painting back rich,Angel Phillips,20000000,98
TRK-DE248B245373,Vote both challenge,Michael Flores,20000000,100
TRK-C70D124DB9C4,Time entire,Richard Mcdaniel,20000000,100
TRK-F5022663EE97,Simple common deep,Robert Ortiz,20000000,100
TRK-D9080F73FD92,Budget,Adrian Coleman,20000000,90
TRK-201784B5AE29,Data range peace artist response,Melissa Gordon,20000000,82
TRK-87E5DAFC3CF3,Speak top,Zachary Henderson,20000000,100
TRK-F08F320C9FCD,Great message next you,Donna Lawson,20000000,100
TRK-96AC737CDB60,Tend scientist,Lauren Roberts,20000000,89
TRK-FD5205FC52D7,Certainly politics,Patricia Nash,20000000,100
TRK-677F0FC0D24B,Dinner,Jesse Parker,20000000,100
TRK-0013872D465F,Each together,Richard Massey,20000000,95
TRK-B670C0FC11C9,Quickly thousand reduce light,Tiffany Morris,20000000,99
TRK-25938AABE0C3,For market certainly possible,Thomas Gray,20000000,97
TRK-D13203E105E1,Next better,Tim Baker,20000000,92
TRK-FEA8D6EB81DA,Those know star,Ruben Williamson,20000000,88
TRK-41948F195FF2,Who treat technology around response,Johnny Steele,20000000,100
TRK-B45290C09AFF,Turn memory finally,Christopher Mitchell,20000000,90
TRK-B453924B9BD9,Space,Joseph Duncan,20000000,100
TRK-C9F922E0B135,American peace three,Isaac Young,20000000,90
TRK-EB86C8F8E35D,Charge rest point,Derek Parker,20000000,97
TRK-968C99BBEAB0,Million side,Nicholas Fowler,20000000,99
TRK-BC3180D36592,Well sit,Sandra Flores,20000000,74
TRK-2CB1BE450FFB,Prepare indeed nearly sound,Peter Hall,20000000,100
TRK-AA1CBF75B8FC,Simple free moment,Russell Potter,20000000,100
TRK-5FE0C7F6852D,Look begin,Helen Miller,20000000,98
TRK-5FE5F57F90A3,Challenge,Benjamin Allison,20000000,97
TRK-047F6AC44B06,As best,Anthony Hernandez,20000000,100
TRK-2026830BE1DB,Alone let,Lisa Mckenzie,20000000,96
TRK-D8B7F19AB089,Already billion region from,Bobby Gomez,20000000,100
TRK-558CFB4CCB0B,Better,Ann Hancock,20000000,97
TRK-8C140190471E,Organization life create,Thomas Clark,20000000,90
TRK-D0077913B41A,Fish peace beyond wear,Michelle Johnson,19952000,95
TRK-AF0C7131C804,Street close,Jason Woods,19889000,78
TRK-92F60FEBE350,Reflect other,Nancy Wallace,19853000,91
TRK-FF9131E9C908,At season begin,Joseph Hampton,19674000,97
TRK-47D1C027397F,Since between other,Margaret Keith,19585000,100
TRK-9368913BB9F1,Near hand nature,Amanda Harding,19537000,90
TRK-870E416718AB,Well drug,George Freeman,19455000,84
TRK-6490E4B4912E,Want black,Rebecca Brown,19396000,96
TRK-A176BFA5CAEE,Outside former official,Lisa Barnes,19380000,100
TRK-8C269F80CF3F,Whose,Tina Gregory,19311000,99
TRK-92DF94CEED91,Always make real,Michael Jackson,19292000,100
TRK-2525DC085248,Draw exist allow hold religious,Mary Lane,19232000,100
TRK-3270833AA7B1,Friend boy under pattern,Christopher Lane,19109000,75
TRK-346B05C52A40,Later pay message,Samuel Gardner,19078000,98
TRK-F41D3279EB7E,Firm director trip,Aaron Lewis,19031000,100
TRK-A1B225C6CBEC,Any paper,Laura Watson,18713000,100
TRK-46CD48F68587,Politics,Steven Barker,18435000,100
TRK-4F08FBD13E0E,Born early,Nathaniel Hall,18387000,83
TRK-C85CC6BF8467,Leg three,Leah Kennedy,18362000,98
TRK-9CAC3342A633,Community ahead improve short,Jason Owens,18197000,96
TRK-7FE2FB04C417,Address owner operation,Sheila Bauer,18083000,88
TRK-E0A68CD3ED3F,Up,Rebecca Sanchez,18075000,100
TRK-DCFA54A36741,Talk,Jamie Lucas,18027000,97
TRK-65E8E5D6FBEA,Production house stand,Brianna Nguyen,18007000,99
TRK-89ED825EB369,Grow,Sean Wade DDS,17850000,88
TRK-C8642BB0760A,Rather pull,Catherine Pham,17759000,100
TRK-20DBAA1C8DF1,Guy really relationship believe,David Chang,17754000,100
TRK-4445136DBDFC,Not send happy poor,Cody Garcia,17751000,100
TRK-936564AC4451,Account soon,Andrew Gallegos,17613000,90
TRK-0A177E98D6AF,Future much,Lisa Hall,17582000,86
TRK-D9AA5E0DC93E,Hour forward particularly,Cassie Rodriguez,17535000,100
TRK-BF8089FECA24,Rich,Cheryl Yoder,17517000,96
TRK-8979F3434FE9,Can also conference,Mitchell Young,17512000,91
TRK-0EC433E9AACD,Institution strategy,Adam Blanchard DDS,17496000,94
TRK-7B9D1978D21F,Drop instead necessary top,Kathryn Coleman,17337000,99
TRK-5FC8EE93C2FB,They else season something,Douglas Davis,17292000,84
TRK-B8DEA26A6A61,Mention left,Taylor Johnston,17279000,100
TRK-82B310D06B05,Remain,Maurice Stout,17241000,100
TRK-B60BFE9178AA,North hot commercial dream space,Kevin Huffman,17142000,94
TRK-17A5BAD9A579,Federal floor,Melissa Hansen,17021000,87
TRK-4536700BCC27,Imagine whole,Amber Rogers,17004000,81
TRK-D878E7990573,Mind buy out,Mr. Phillip Brown,16917000,95
TRK-E9014B8B491C,Save although,Johnny Serrano,16905000,95
TRK-13ABB5D82C9E,Serve beyond,Phillip Johnson,16792000,87
TRK-231DD375BD02,Serious can probably sign vote,Nicholas Lara,16780000,97
TRK-E8E2042DDAF6,Glass claim,Robert Eaton,16460000,100
TRK-0F9AD1A5B030,Alone appear change interesting,Rodney Young,16423000,98
TRK-ED2E829B592E,Star,Shirley Ball,16394000,99
TRK-7ED3B6C6E744,Tell rest avoid probably,Kimberly Bowman,16326000,96
TRK-40724847E56A,Range star win,Peter Odom,16301000,100
TRK-24EF893D810C,How above far,Kevin Phillips,16263000,86
TRK-30B2CD543327,Move any they information,Cole Jennings,16111000,76
TRK-62C85B0E3939,Total north,Justin Russell,15962000,100
TRK-4E144B73ACC7,Trouble,Scott Jackson,15944000,85
TRK-9546D844F738,Gun professor,Jerry Martinez,15941000,82
TRK-D29A1906DFDA,Movement manager,Pamela Carson,15930000,100
TRK-4A9115ABA960,Add sell,Mrs. Carolyn Schneider,15881000,93
TRK-9EDC16C2A628,Yeah reveal how,Justin Morrison,15846000,94
TRK-8A78AC74D7AC,American control run kitchen appear,Ricky Hull,15711000,92
TRK-F0192F8F419E,Inside believe,Vincent Williams,15663000,99
TRK-307584B1563C,Kid need front,Anthony Knight,15657000,100
TRK-02026258E889,Know,Shawn Ramirez,15648000,100
TRK-B6D2B788A43A,Sea radio,Kenneth Robinson,15483000,94
TRK-53492D1A284C,Government fact,Barbara Roberts,15452000,100
TRK-A61F7E3CE82A,Generation spend ball,Amber Taylor,15437000,93
TRK-1EB8E5CBEC14,Every most second,Wanda Taylor,15415000,83
TRK-9CEC17196129,Moment important,Jordan Rasmussen,15413000,82
TRK-EEB08A006DA1,Sound ago total order fight,Diana Green,15342000,100
TRK-D6DE48E659BF,Area whom,Brenda Baker,15247000,100
TRK-5F7DAA7DAD48,Image easy rule daughter,Adam Christian,15146000,90
TRK-6FE96F21644A,Catch weight to,Juan Edwards,15115000,100
TRK-938A94E549F8,Hair,Jason Madden,15091000,96
TRK-7583E50DB5F1,Small manager,Patrick Hernandez,15017000,96
TRK-879CC1F9009B,Almost under agreement culture skin,Kyle Moyer,15000000,99
TRK-7536AAF6580A,Whose,David Parrish,14956000,94
TRK-98965155784B,Media research determine thousand,James Gonzales,14854000,96
TRK-9DDA1EAEB318,Hope our about opportunity,Julie Grant,14738000,97
TRK-E50C9EC065F6,Interview stuff pretty also,Jake Velez,14712000,94
TRK-C1DBD9E0C5FB,Cell,Richard Perry,14650000,100
TRK-25FE31CDF76D,Price truth,Latoya Lowe,14610000,93
TRK-359A24FF21B4,When power majority speak foreign,Robert Harris,14603000,98
TRK-070909BF733A,Land east,William Taylor,14542000,97
TRK-85299172B32B,Guy,Nicholas Graham,14458000,100
TRK-FC69C9B576EB,Late city,Amber Myers,14456000,95
TRK-697ED014B120,Knowledge,Lauren Tyler,14442000,100
TRK-E62B3F48B0DA,Pattern friend,Gabriel Morton,14422000,100
TRK-C088A3935B40,Fine,Ryan Lowe,14406000,85
TRK-75C5A2F0C96E,Tough may cold,Michele Walker,14337000,99
TRK-3B56D08A8985,Security economic,Catherine Smith,14254000,98
TRK-CF30AE02A1BB,Next home information,Christina Logan,14186000,98
TRK-C9D28FCA525B,Whom ask then,Charles Myers,14164000,71
TRK-C129E180B91D,Friend pay,Emily Adkins,14146000,100
TRK-C5DEBCE2E935,Series,Peter Hall,14130000,90
TRK-CBEC81740212,Argue eye,Lucas Gross,14042000,96
TRK-3589F0EC57EE,Theory per three sound,James Frazier,14038000,79
TRK-1C980BD049A1,Woman during,John Owen,13993000,100
TRK-06129F00BC42,Name somebody,Erika Bailey,13976000,80
TRK-4DC277898A4D,Cover,Lauren Miller,13948000,93
TRK-88F2937C8F44,Poor nor,Gabriel Poole,13888000,100
TRK-862CDB3EFC9E,Argue begin,Steven Edwards,13882000,83
TRK-4BD40D3CB9B6,Agent pattern around,William Rodriguez,13866000,96
TRK-1517476531EA,Wait believe ball store,Leslie Smith,13795000,92
TRK-A25913A15A40,Early sit,Heather Stephenson,13753000,91
TRK-892B476141CB,Whose maintain,Mr. Cody Garcia MD,13711000,100
TRK-259D62857B1D,Teach condition final,Justin Taylor,13615000,97
TRK-75B914791551,Spring financial amount,Cathy Green,13556000,90
TRK-28FCE5EA2C62,Doctor this,Cathy Davis,13526000,100
TRK-528122C0EE93,Author,Antonio Alexander,13522000,92
TRK-09D28DF0EC85,Enter right,Tina Hart,13466000,79
TRK-96362FA6578F,Enough source industry,Karen Allen,13430000,96
TRK-E8B4A4852ACB,Do arm,Jennifer Morgan,13407000,97
TRK-CD4680885258,Behind easy shake imagine,Robert Long PhD,13362000,100
TRK-E2E9ADC39898,Population public water,Latoya Johns,13333000,98
TRK-828276EE92E8,Authority,Deanna Newton,13320000,88
TRK-71A249E017BA,Tough training voice,Mr. David Roberson,13319000,100
TRK-5E4993480E8D,Human picture compare,Zachary Jones,13317000,77
TRK-E336373508D3,Animal draw although,Stephen Ho,13296000,97
TRK-3279F9323CC9,Institution explain middle,Emily Douglas,13261000,98
TRK-B28E9279278C,Never rise nature,Karen Weaver,13228000,95
TRK-C892D0A4F81F,Model spend better recent space,Meagan Howard,13208000,100
TRK-4CFF09CEE805,Run allow,Molly Rogers,13147000,100
TRK-81A646E7F7C7,At chance subject fund,Joseph Martin,13079000,79
TRK-A143F8D6460E,Notice value,Charles Brown,12987000,96
TRK-DAE130B09654,Hope sound offer,Dakota Hanna,12907000,75
TRK-B1F7DCF4E2C9,Blood poor operation,Shannon Hull,12901000,91
TRK-E0AD8F2F8D41,Source box,Mark Sanchez,12889000,80
TRK-1A6CF2841A11,Rich,Andrew Collins,12771000,95
TRK-E5540E93B6E4,What man,James Day,12617000,99
TRK-4C11EC506E23,Place travel budget,Robert Alvarez,12442000,89
TRK-1B25C0A9435A,Bed smile truth black,Tyler Hubbard,12367000,86
TRK-522D5F6760EE,Only,James Morgan,12301000,88
TRK-2BA00963D792,Already two return,Bryan Crawford,12258000,98
TRK-6D0BCC2E0352,Management too whose again,Mary Brown,12255000,97
TRK-E5DD8420D640,Seek wear factor respond,Troy Martinez,12252000,85
TRK-6FDD0D284970,Management stock,Patrick Fischer,12187000,97
TRK-1D32650D28FC,Child building quite,Benjamin Flores,12032000,100
TRK-BF81A0244250,Safe weight,Carolyn Scott,11978000,100
TRK-501EF78DD152,Director,Jacob Rogers,11934000,98
TRK-2055E02D5621,Trade difficult,Joshua Cline,11847000,100
TRK-5126955C0A56,Former American each part,Louis Welch,11808000,95
TRK-F473DECF2A4D,Between term teach,Jessica Brown,11709000,100
TRK-756A31D502E8,Indeed yourself,Nancy Zhang,11651000,95
TRK-B96CAB51A564,Very,Edward Brewer,11621000,99
TRK-FCFAE4D299CC,Different ability city,Jose Foster,11608000,86
TRK-C09864F94819,Student its,Edward Mckinney,11531000,84
TRK-1F9846618964,Character table picture,James Merritt,11420000,82
TRK-20E8B20DDD33,Thousand song never,Sandy Olson,11354000,96
TRK-356F8D7D9B2E,Raise,Susan Perry,11303000,100
TRK-C6F2E8326CB4,Character personal,Sara Villa,11245000,89
TRK-EFF978118B8C,East use charge,Michael Stevens,11234000,82
TRK-CF0D4D5259D3,Lot,Shannon Lopez,11233000,98
TRK-2750B579269B,Wife part third office score,Stacey Elliott,11158000,96
TRK-7AB55379D529,With treatment business when,Lauren Brewer,11136000,100
TRK-AF6716EC857F,Present real too decide,John Williams,11078000,96
TRK-D8F14F99E0DD,Then recognize,Timothy Willis,11054000,98
TRK-59E2BAF86974,Product skill something world sense,Randall Oliver,11015000,87
TRK-7DC491DEBAF8,Lawyer technology,Devin Mccoy,10933000,87
TRK-12C80C445220,Seven year decade,Rachel Hendricks,10861000,81
TRK-2942CB0F833F,Over bar walk,Carl Galloway,10845000,87
TRK-64AF860A2DC6,Role dog,Johnathan Brown,10838000,87
TRK-5CF51A58A912,Wish between process serve,Courtney Weber,10817000,100
TRK-0B3C30582422,Leave national anything,Jerome Flores,10777000,100
TRK-F6D060E07B38,Machine kitchen,Brandi Brown,10749000,93
TRK-478A1717C3E6,Open,Amanda Harvey,10707000,100
TRK-86D31DD9097B,Candidate eight,Paige Calhoun,10653000,95
TRK-9E7280EB5C44,Manager,Casey Charles,10615000,100
TRK-95CFB23BE424,Morning movement,Taylor Martinez,10614000,95
TRK-A7C48C1A98BC,Citizen,Jack Nichols,10595000,100
TRK-2D6E6012F6F7,Yourself fire cost,Nicole Rush,10471000,100
TRK-93AC76D02C7B,Network fill must,Jennifer Boone,10450000,96
TRK-222105B17D10,Training,Ashley Bauer,10429000,96
TRK-AAA10028089D,Figure star several,Crystal Long,10409000,86
TRK-564A7311DB12,Lay forget road,Sean Cole,10394000,84
TRK-49B35CD492FB,Father,Karen Hall,10360000,100
TRK-5C9BEB8D8AF7,Trip,Thomas Downs,10214000,82
TRK-0FD2C5129114,Fly,Matthew Salinas,10202000,100
TRK-C2934736C064,Technology happen look,Troy Wallace,10194000,84
TRK-2E81EF614E73,Black never yet drop,Angelica Reynolds,10193000,93
TRK-78DAC35BE0D2,Him agree,Timothy Beasley,10192000,99
TRK-5B2ED663FB56,Trial respond,Sharon Taylor,10185000,100
TRK-9284B9443BBD,Tend land machine forward,Jamie Cantu,10108000,93
TRK-76B2598230EB,Lot create hour,Cynthia Hayes,10108000,98
TRK-69F51B92145B,Public,Hunter Palmer,10096000,96
TRK-049362D3DCFC,International government,Ashley Murphy,10093000,96
TRK-9F32FECE6189,Tonight within,Troy Garner,10069000,90
TRK-C8F13D8A122F,Choice,Ronald Brown,9921000,96
TRK-257267F8A94C,Pattern leader career according,Ryan James,9920000,82
TRK-8799EFEA977A,Father too,Nathaniel Pitts,9890000,92
TRK-2CFA5B9B8282,After raise,Pamela Todd,9889000,85
TRK-540D2D0B39D3,Personal front,Ashley Miller,9862000,84
TRK-FE8A9B961BE3,Positive assume behavior,John Bauer,9783000,100
TRK-80B6754FA4FB,Professor east skill wall,Scott Henry,9772000,83
TRK-7832F5F7BE4C,At history,Thomas Lee,9769000,100
TRK-6A7A305A9E26,History travel study,Teresa Lee,9741000,99
TRK-B1F357A4D121,Product green,Thomas Jones,9726000,97
TRK-C71F4E1C96BD,Front,Felicia Sanchez,9602000,94
TRK-D594FB2E4D11,Difference wear example,Andrea Brooks,9484000,100
TRK-07CF6A4BAAEC,Step executive,Joseph Owen,9461000,97
TRK-BE581EABF97D,Foreign ability,Jerry York,9456000,90
TRK-83221AF93695,Feeling,Felicia Moran,9454000,100
TRK-3E3DB2B06255,Author their sister,Heather King,9436000,91
TRK-998D159BAFD8,Third,David Graham,9411000,93
TRK-612EE15FDC6E,Rather ten itself,David Wilkins,9404000,100
TRK-859986ADCF95,Myself,Stephanie Patel,9389000,100
TRK-1E941F3D4090,White,Michael Smith,9381000,93
TRK-8BBAE795C5AA,Include,Elizabeth Campbell,9333000,89
TRK-F009C51EB3D5,Family employee,Justin Hood,9293000,86
TRK-F4B7A25364D2,Century year,Timothy Green,9269000,78
TRK-379B95857AAA,Measure,Jacob Vang,9267000,86
TRK-B010AC1D4CFC,Race child compare,Samuel Davis,9263000,86
TRK-3811CFD1432D,Different thought build threat,Ronald Chambers,9250000,91
TRK-4E2F7124173C,Maybe my,Brittany Young,9248000,93
TRK-EEDC4D7BE585,None area,Gabrielle Wilson,9213000,89
TRK-143EC10E1AB7,Should window measure,John Bonilla,9183000,100
TRK-E5CD1B8AF3A4,Whose simply,Samuel Burke,9180000,100
TRK-4094B2135220,Capital travel,Jill Rojas,9166000,100
TRK-28903F36C5F9,American anyone growth news price,Melissa Lewis,9154000,91
TRK-BA38A78CDA13,Professor free,Kathy Mcconnell,9150000,100
TRK-B4ED5022EFAB,Shake,Mary Taylor,9130000,85
TRK-C364F786F87F,Science building,Shelia French,9094000,85
TRK-63C084EDCB44,Role,Anthony Gonzalez,9004000,83
TRK-2FD6CC264AC8,Answer half great,Mark Smith,8993000,93
TRK-23F8351046EA,Officer yet anything three,Christine Campbell MD,8894000,86
TRK-9FC2AA8842BF,Letter serve without list house,Phillip Bailey,8876000,100
TRK-C13171BCE432,Important environment civil store,Kimberly Hoffman,8828000,96
TRK-8F9533ED1282,Position small lead from,Gary Schultz MD,8824000,93
TRK-EBC12CD2E7A2,Task,Christopher Phelps,8775000,91
TRK-4E090637EFC8,Impact why ground,Joshua Williams,8771000,93
TRK-9904FF97B2FA,Different society very,Lori Mckenzie,8766000,95
TRK-F3C7A28C5348,Difficult social if draw,Andres Martinez,8766000,100
TRK-53760934D826,Forget TV,Derek Levine,8706000,100
TRK-4F76D1D5771E,Black back inside character,Joseph Ramos,8677000,100
TRK-EAD722641BC8,Adult under,Joan Greene,8675000,78
TRK-D0E44A09FCE2,Leader boy performance,George Garcia,8622000,100
TRK-37CAD8B630C1,Test option half,Michael Bonilla,8622000,97
TRK-BBBBEC151976,Box why,Sherri Hansen,8621000,80
TRK-173F838E08FB,Grow where,Debra Gonzalez,8618000,83
TRK-83CB9BE17C2F,Certainly surface,Rachel Walker,8612000,87
TRK-7B361BC95830,Site material,Todd Burnett,8599000,91
TRK-76515A8586A5,Read natural never job,Tamara Thomas,8599000,100
TRK-4819A4F7796B,Military ball well red six,Amber Trevino DVM,8595000,94
TRK-8F2E1EFE345E,Better thing,Karen Pratt,8583000,100
TRK-E7E9076B8754,Hand foot,Lawrence Reynolds,8541000,98
TRK-39D0F74CFABE,Point full experience happy,Heather Ramsey,8540000,70
TRK-2CCA815CC061,President production both,Justin Sanders,8524000,100
TRK-8D3126A82388,Surface artist,Ronald Chavez,8518000,82
TRK-6861C4EF569E,Others attorney there,Nancy Wright,8503000,73
TRK-5175E4C35C88,Detail pressure,Rebecca Brown,8441000,100
TRK-E77F1BC5ABD0,Control significant,Charles Williams,8419000,100
TRK-6D782E2E11D0,Line spend billion standard,Tiffany Barnes,8386000,99
TRK-F21F872CDE4B,Nor visit,Elizabeth Stanley,8383000,100
TRK-962FE93491C5,Black question successful,Jerry Chandler,8380000,93
TRK-FF9EF3836BD2,Majority cup he,Jennifer Gonzales,8378000,91
TRK-A05947FD278B,Project recognize police,William Reeves,8110000,72
TRK-8D7B31901AA6,Assume,John Smith,8062000,100
TRK-F3708C20612B,Customer little first,Kimberly Lucas,8057000,90
TRK-9924D6495A9E,Or,Albert Harris,8038000,100
TRK-6B61B50C983D,Pretty determine mean,Lynn Fitzgerald,8035000,95
TRK-C19D6F612F02,Still current article also research,Hunter Smith,8030000,88
TRK-C814E9731413,Main author,Tyrone Mclaughlin,8004000,89
TRK-B4C0B1F03DF3,Reflect lot less worker,Melissa Ellis,7996000,81
TRK-66718EA04077,Property husband job,Angela Foster,7994000,86
TRK-5DB84DC14A6D,Deep compare,James Barr,7994000,97
TRK-BE92DD487842,Social seem everything can,Emily Wilson,7948000,85
TRK-42681DBCFC42,Stuff,Tiffany Irwin,7943000,81
TRK-C7406A7A50BB,Thought knowledge same face,Aaron Rowe,7934000,92
TRK-E60329FD1390,Magazine question environment until,Kimberly Cunningham,7932000,73
TRK-CA4487005B42,Win few beat,Karen Brown,7920000,100
TRK-9E9FB1B0FD0F,Leader stay,Jenna Gonzalez,7899000,97
TRK-6A6ABD8FF0A7,Watch need themselves,Karen Marquez,7870000,87
TRK-04F0796D64C3,Practice into,Sheila Shah,7842000,87
TRK-9978AB7A2195,Teach appear night,Paul Frazier,7827000,94
TRK-09DD84A2C609,Western,Zachary Neal,7822000,96
TRK-F40D64D2E67A,Group commercial sort though fast,Donald Acosta,7814000,96
TRK-B9D471913A3F,Public friend among,Jason Nash,7802000,100
TRK-EC7C8237F6CB,About,Cory Sutton,7769000,77
TRK-57BE2F09C3C3,Pick,Sandra Murray,7762000,92
TRK-6015C3BDAC2F,Protect lawyer as,Gregory Herman,7740000,81
TRK-3724E90DBE00,Media decide,Stacy Grant,7708000,83
TRK-6432679E1CB8,Sport mother,Anthony Stewart,7706000,82
TRK-F7FBC641D85E,Discussion man develop either,Christine Valenzuela,7667000,96
TRK-8425D7251C23,Better by itself,Kevin Clayton,7639000,91
TRK-30BABFF02D91,Guess finish great level,Terrance Sanchez,7635000,100
TRK-5FC5F0EAC103,Arm forward project garden beat,Madison Scott,7620000,85
TRK-A13B873BFA92,Executive anyone,Andrea Foster,7564000,81
TRK-457638237977,Control just,Casey Roberts,7560000,87
TRK-1D49A099BFAF,Chance space,Steven Scott PhD,7545000,100
TRK-456FE6BCE014,Or short large often,Shelby Evans,7524000,92
TRK-57D883280113,Realize,Derrick Hill,7519000,81
TRK-4F1D44A8F1B3,Level message imagine then occur,Melissa Adams,7509000,88
TRK-9E3B7DC5A4CB,View place,Bonnie Kim,7488000,100
TRK-14408EF16F31,Character let section,Paul Wyatt,7476000,93
TRK-77E157D58CE2,Home rather,Colton Roberts,7452000,100
TRK-259CCE0BFA0B,Despite point skin network,Katherine Christian,7426000,100
TRK-86B658D3EA56,Lawyer individual,Micheal Riley,7422000,100
TRK-BA90B48D6BA9,Enter,Kevin Schmidt,7419000,90
TRK-29A0379650BE,Another radio check whom artist,Anthony King,7384000,83
TRK-3D244EDE1F91,Record mother owner,Maxwell Benson,7381000,95
TRK-0E84B2E85FCC,Provide effort especially throw,Mitchell Johnson,7370000,83
TRK-4C3CCBF400AA,Fast research community,John Wagner,7369000,87
TRK-37E90C88F953,Represent public,Christopher Jones,7368000,100
TRK-A33662FF680A,Letter we kind,Dr. Harold Flores PhD,7364000,89
TRK-2C4BFFD3E887,Participant artist,Steven Miller,7355000,87
TRK-605147989710,Piece learn,Tiffany Trevino,7295000,86
TRK-5D0052055E2A,Save him,Nicholas Reeves,7273000,69
TRK-9D1845B0A1C3,Rise foot,Brent Chandler,7263000,94
TRK-7BF2F3F713A4,Development she,Mary Garcia,7258000,77
TRK-7938F16539C3,Soldier ready usually,Mary Payne,7255000,87
TRK-7027CB7D2CBE,Collection,Alicia Arnold,7249000,100
TRK-33B4852A075C,Painting hard beautiful each,David Baker,7218000,80
TRK-E017F180191A,Card agent attack,Lindsey Miller,7210000,93
TRK-63D576C912F5,Theory full,Christopher Garcia,7161000,79
TRK-3D254A5AFA4B,Whatever happen,Jason Owens,7152000,77
TRK-F4EF6FC30D84,Production street,Craig Wright,7125000,96
TRK-8FBE3EDC83C3,Walk like,Reginald Harris,7022000,80
TRK-1C89A1BDBC4F,Skin break,Ryan Henry,6974000,100
TRK-96B846EC9AC9,Dog add debate perform girl,James Sanders,6974000,93
TRK-8BA5A0F927F2,Truth woman interview,John Nichols,6960000,86
TRK-D88942D6C03E,Sort act,Jessica Wong,6959000,86
TRK-885D51179813,Be threat,Kendra Mcdaniel,6956000,88
TRK-446AB1752A90,Simply board court,Bradley Brooks,6954000,80
TRK-29D725401090,Majority,Katherine Roach,6945000,100
TRK-C356349EAA9E,You tend want here item,Eric Sheppard,6860000,90
TRK-980017D4289F,Public final market,Justin Brooks,6767000,91
TRK-25C277351F4B,Keep Congress,Daniel Perkins,6766000,79
TRK-4E02D060BDA0,Trial hour choose whom,Debra Munoz,6762000,87
TRK-29429615B1DD,So trade,Patricia Hunt,6762000,100
TRK-FE3B0EB31A27,Among executive,Rachel Sims,6756000,79
TRK-DA4E0619DB76,City approach,Curtis Owens,6741000,89
TRK-3882BC0F549E,Pm itself,Kristina Colon,6728000,91
TRK-D67761C232A9,Partner staff score middle other,Diane Edwards,6720000,85
TRK-F97ACD7500DB,Include attorney mission Mr great,Megan Gonzalez,6708000,83
TRK-912959335D96,Alone tonight,Jason Huff,6675000,82
TRK-1884DD6F4290,Often,Christopher Morrow,6675000,100
TRK-D60C8A662A0A,Under finally phone perform,Kyle Strong,6601000,83
TRK-C890516701F0,Need several generation,Pamela Delacruz,6586000,89
TRK-575D521DE820,House fund,Johnny Kelley,6580000,81
TRK-7A3D1E4DD668,Finally easy exist,Bonnie Roberson,6555000,100
TRK-50DE4F008846,List religious family,Linda Rogers,6549000,77
TRK-62172788E334,Act response,Victoria Martin,6525000,100
TRK-B20FF20534A3,Action bag,Brian Campos,6523000,92
TRK-90DEA7AAFE31,Chair simple,Elizabeth Combs,6494000,85
TRK-2049A34763E9,Bank,Linda Mercado,6494000,88
TRK-509EDCE5374C,And believe,Adam Bradley,6491000,100
TRK-CF5E17EAED71,Suddenly,Olivia Hoover,6450000,88
TRK-2AF2F3460F44,Tv similar front born,Jessica Nguyen,6405000,93
TRK-7FBF3C4BB1BB,Other father,Curtis Barnes,6403000,100
TRK-A56E0C2C8C81,Doctor,Matthew Castillo,6390000,93
TRK-C49188FE8CA7,Why fill population kid teacher,Shelley Johnson,6389000,71
TRK-C4EF89FEBDAE,Each majority,John Jackson,6360000,92
TRK-B060A36F8D90,Nice,Shane Duke,6343000,77
TRK-692139A53F95,Produce operation nothing,Samuel Davis,6340000,100
TRK-A3E39D295253,Somebody fund,Stanley Salazar,6325000,84
TRK-D21E69109B8B,Risk soldier morning,Patricia Duran,6317000,85
TRK-7560C76C279D,Single,Ronald Chapman,6316000,92
TRK-A823E61DCFA4,Body senior,Shirley Mccullough,6314000,89
TRK-FEA58E8FF5C7,Notice capital,Michelle Jackson,6297000,94
TRK-7C81AEA90979,Hair southern,Paul Shaw,6253000,91
TRK-83F7B56C7B21,Produce ago accept yard,Hannah Davis,6211000,95
TRK-3C3243FA6433,Arrive capital,Gabriella Gonzales,6191000,94
TRK-4D8EC135687D,Economic cold kitchen,Michael Barry,6183000,99
TRK-5042A6B76A41,Soon performance heart standard,Scott Walters,6154000,96
TRK-B1424E0434C3,Maybe American then name,Melissa Pierce,6143000,94
TRK-A3A05EB797BD,White manage political,Katherine Potter,6139000,88
